region_id,region_name,date,rainfall_mm_3h,rainfall_mm_24h,slope_deg,soil_moisture,river_level_m,land_use_type,risk_score,flood_occurred
REG_02898,Haridwar,2024-03-31,4.68,38.63,44.86,0.251,0.88,Forest,22.0,0
REG_02899,Tehri,2021-12-20,23.14,92.47,43.07,0.315,2.48,Agriculture,35.3,0
REG_02900,Tehri,2021-04-28,11.95,71.12,12.67,0.419,1.86,Barren,31.6,0
REG_02901,Haridwar,2022-08-30,148.34,175.65,35.08,0.567,3.53,Forest,49.6,0
REG_02902,Mangan,2020-11-02,38.84,93.44,52.54,0.415,2.63,Barren,42.3,0
REG_02903,Uttarkashi,2021-04-01,30.22,144.97,43.42,0.527,2.72,Forest,44.8,0
REG_02904,Mandi,2020-11-26,25.71,69.22,21.64,0.247,1.77,Forest,23.4,0
REG_02905,Namchi,2020-08-12,50.18,183.8,53.06,0.611,4.41,Agriculture,58.9,0
REG_02906,Pakyong,2024-01-19,10.85,51.88,28.48,0.259,1.96,Barren,28.2,0
REG_02907,Shimla,2022-12-18,9.28,76.69,55.75,0.36,2.17,Agriculture,36.1,0
REG_02908,Chamoli,2021-10-05,6.62,50.11,35.61,0.335,1.09,Agriculture,26.8,0
REG_02909,Kangra,2021-09-07,69.25,128.99,49.33,0.525,2.92,Forest,44.2,0
REG_02910,Uttarkashi,2020-07-13,120.37,141.29,40.6,0.53,3.02,Barren,49.5,0
REG_02911,Gyalshing,2021-05-03,14.54,61.98,24.57,0.276,1.47,Forest,23.2,0
REG_02912,Rudraprayag,2023-06-03,48.65,179.25,42.69,0.572,4.05,Barren,57.4,0
REG_02913,Namchi,2023-01-07,14.55,92.56,10.48,0.418,2.81,Forest,30.6,0
REG_02914,Kullu,2023-02-21,18.97,123.45,51.76,0.424,2.32,Agriculture,42.8,0
REG_02915,Gangtok,2023-05-26,11.14,104.89,58.29,0.414,2.63,Forest,39.6,0
REG_02916,Haridwar,2021-05-30,15.4,29.22,20.35,0.238,1.4,Agriculture,20.0,0
REG_02917,Pakyong,2024-06-13,235.32,300.26,54.18,0.834,6.21,Forest,79.3,1
REG_02918,Kangra,2023-02-01,4.53,94.63,18.39,0.373,1.82,Urban,35.6,0
REG_02919,Kangra,2021-01-27,1.89,35.68,34.57,0.259,1.82,Agriculture,24.5,0
REG_02920,Pakyong,2021-09-22,77.14,127.64,24.63,0.449,3.43,Forest,39.1,0
REG_02921,Dehradun,2025-01-21,22.38,45.04,19.59,0.334,2.21,Agriculture,25.8,0
REG_02922,Shimla,2022-09-06,67.74,203.61,47.78,0.611,5.17,Urban,65.8,0
REG_02923,Dehradun,2021-03-09,7.17,79.07,50.33,0.416,1.35,Agriculture,35.2,0
REG_02924,Kullu,2020-10-04,44.48,103.21,51.93,0.491,2.39,Forest,39.7,0
REG_02925,Uttarkashi,2020-08-20,74.8,105.9,10.42,0.469,2.86,Urban,40.0,0
REG_02926,Mangan,2024-04-01,18.6,45.84,52.39,0.324,1.53,Forest,27.2,0
REG_02927,Mangan,2024-05-13,29.88,58.99,12.57,0.267,2.1,Agriculture,24.4,0
REG_02928,Chamba,2023-01-18,14.33,37.65,32.42,0.178,0.76,Forest,17.8,0
REG_02929,Dehradun,2020-01-26,13.3,58.75,18.76,0.308,2.37,Forest,24.4,0
REG_02930,Rudraprayag,2023-11-18,44.47,132.83,55.34,0.448,2.83,Forest,43.6,0
REG_02931,Namchi,2021-04-05,3.24,70.47,38.84,0.314,1.96,Agriculture,31.0,0
REG_02932,Shimla,2022-12-27,21.51,72.95,33.42,0.289,1.39,Urban,32.6,0
REG_02933,Chamba,2022-10-03,20.13,74.82,32.21,0.304,2.07,Forest,27.8,0
REG_02934,Mangan,2025-06-17,58.5,92.64,30.22,0.424,2.34,Forest,33.1,0
REG_02935,Pithoragarh,2021-05-05,14.83,37.73,33.7,0.213,0.77,Urban,25.4,0
REG_02936,Chamba,2022-12-08,41.87,114.26,38.28,0.446,3.25,Agriculture,41.9,0
REG_02937,Kangra,2020-08-03,46.58,102.3,50.85,0.372,2.56,Forest,36.8,0
REG_02938,Haridwar,2024-09-19,106.4,125.75,21.88,0.452,3.58,Forest,38.8,0
REG_02939,Gyalshing,2024-05-11,16.76,151.26,50.22,0.418,3.08,Urban,51.1,0
REG_02940,Chamoli,2020-06-07,100.75,109.82,51.52,0.37,2.39,Agriculture,39.9,0
REG_02941,Kullu,2021-11-16,22.65,138.79,52.56,0.527,3.39,Urban,53.4,0
REG_02942,Mangan,2024-11-11,1.76,20.02,57.08,0.139,0.84,Agriculture,21.5,0
REG_02943,Mangan,2025-08-14,45.97,82.02,57.83,0.353,1.82,Forest,33.7,0
REG_02944,Haridwar,2025-01-17,9.24,125.09,15.4,0.46,4.39,Forest,39.4,0
REG_02945,Kangra,2024-05-08,7.1,62.87,53.89,0.351,1.7,Urban,37.0,0
REG_02946,Pithoragarh,2024-08-23,53.44,96.78,52.27,0.321,2.29,Forest,34.6,0
REG_02947,Mangan,2025-04-30,18.56,65.86,28.87,0.314,2.94,Forest,28.2,0
REG_02948,Gyalshing,2025-08-24,115.27,144.0,44.57,0.48,3.07,Forest,44.4,0
REG_02949,Mangan,2023-02-19,5.17,43.61,56.34,0.344,1.55,Forest,28.2,0
REG_02950,Namchi,2024-04-30,16.95,74.08,14.57,0.436,2.33,Agriculture,31.1,0
REG_02951,Kinnaur,2025-04-16,20.69,58.11,27.73,0.35,2.37,Barren,31.9,0
REG_02952,Mangan,2024-10-23,36.18,73.63,58.7,0.375,1.97,Urban,40.2,0
REG_02953,Shimla,2025-08-12,155.44,237.54,37.41,0.731,5.12,Forest,64.5,0
REG_02954,Kullu,2022-09-16,66.05,119.6,14.59,0.442,2.26,Forest,33.9,0
REG_02955,Shimla,2024-03-21,7.25,115.2,58.05,0.42,2.42,Urban,47.0,0
REG_02956,Mangan,2023-01-21,21.72,71.23,55.14,0.344,1.76,Agriculture,34.1,0
REG_02957,Gangtok,2021-05-07,7.57,26.79,50.32,0.182,0.5,Agriculture,21.6,0
REG_02958,Chamba,2021-09-11,84.21,127.83,49.68,0.415,3.09,Agriculture,44.2,0
REG_02959,Dehradun,2025-09-28,48.6,91.13,34.3,0.351,2.15,Urban,37.9,0
REG_02960,Kinnaur,2024-03-26,24.28,161.68,53.76,0.528,3.29,Agriculture,52.1,0
REG_02961,Uttarkashi,2022-05-12,9.4,134.45,25.28,0.424,2.55,Agriculture,40.1,0
REG_02962,Gyalshing,2024-08-18,148.25,189.62,27.93,0.708,3.05,Forest,52.6,0
REG_02963,Rudraprayag,2024-05-24,16.81,35.79,20.8,0.284,2.21,Urban,27.7,0
REG_02964,Kangra,2021-08-02,28.68,56.88,30.16,0.319,2.52,Forest,26.7,0
REG_02965,Pakyong,2025-03-05,32.54,61.69,21.68,0.289,1.11,Urban,28.7,0
REG_02966,Mandi,2023-06-29,66.58,140.3,26.99,0.499,2.32,Agriculture,42.5,0
REG_02967,Gyalshing,2025-01-29,25.62,69.33,44.52,0.376,2.17,Agriculture,33.7,0
REG_02968,Shimla,2023-09-17,118.08,191.85,31.51,0.669,4.13,Barren,59.6,0
REG_02969,Pithoragarh,2023-03-08,17.5,110.07,48.38,0.485,2.52,Agriculture,42.6,0
REG_02970,Rudraprayag,2020-12-22,4.84,121.83,33.95,0.466,2.91,Forest,39.3,0
REG_02971,Haridwar,2024-06-12,79.46,130.94,16.96,0.542,2.86,Urban,45.9,0
REG_02972,Mangan,2025-06-29,138.36,166.06,47.1,0.52,4.76,Barren,56.7,0
REG_02973,Rudraprayag,2022-05-19,15.47,104.02,13.3,0.321,2.0,Forest,28.4,0
REG_02974,Rudraprayag,2022-06-04,90.59,206.83,57.12,0.646,4.08,Forest,60.0,0
REG_02975,Namchi,2025-06-24,46.81,102.24,52.05,0.369,2.11,Agriculture,38.6,0
REG_02976,Tehri,2023-11-14,4.04,62.26,58.15,0.302,1.51,Barren,34.5,0
REG_02977,Gangtok,2023-07-07,67.32,91.63,22.43,0.402,2.9,Forest,32.3,0
REG_02978,Uttarkashi,2021-09-11,74.67,121.01,34.06,0.403,2.78,Forest,37.4,0
REG_02979,Tehri,2022-06-01,125.05,138.62,19.65,0.553,2.95,Forest,41.2,0
REG_02980,Gangtok,2022-03-07,17.97,100.95,31.12,0.393,2.47,Urban,40.2,0
REG_02981,Kangra,2025-12-12,33.79,90.87,22.18,0.467,1.8,Urban,38.1,0
REG_02982,Uttarkashi,2023-07-20,58.01,105.01,52.64,0.389,3.04,Forest,38.8,0
REG_02983,Shimla,2021-09-10,33.23,70.79,16.08,0.393,1.63,Urban,32.5,0
REG_02984,Chamoli,2025-01-08,23.63,40.9,21.25,0.189,1.62,Agriculture,20.8,0
REG_02985,Pithoragarh,2020-09-01,145.68,162.6,23.2,0.558,4.29,Forest,47.4,0
REG_02986,Tehri,2022-07-18,53.76,108.57,46.91,0.428,2.53,Agriculture,40.7,0
REG_02987,Mandi,2023-06-24,100.16,160.55,41.52,0.465,4.49,Agriculture,50.8,0
REG_02988,Pakyong,2021-06-03,102.03,165.53,16.81,0.544,3.56,Forest,44.8,0
REG_02989,Mangan,2020-01-08,14.17,166.91,40.28,0.618,4.34,Agriculture,54.8,0
REG_02990,Gangtok,2025-07-12,104.31,114.18,52.32,0.427,3.64,Urban,48.5,0
REG_02991,Kinnaur,2021-05-09,21.66,45.34,32.61,0.355,0.95,Urban,30.0,0
REG_02992,Pithoragarh,2024-06-17,104.35,239.13,40.59,0.705,5.62,Forest,65.5,0
REG_02993,Gyalshing,2022-11-28,24.56,60.83,36.6,0.346,1.09,Urban,32.5,0
REG_02994,Mandi,2020-07-05,70.22,192.71,27.89,0.634,4.63,Agriculture,56.7,0
REG_02995,Uttarkashi,2025-02-20,17.08,58.29,10.13,0.249,1.37,Forest,19.4,0
REG_02996,Dehradun,2025-11-10,35.02,69.58,19.31,0.348,1.56,Urban,31.7,0
REG_02997,Kangra,2020-03-26,18.73,87.27,57.36,0.375,2.29,Forest,35.7,0
REG_02998,Pithoragarh,2020-05-16,9.24,29.03,27.73,0.245,1.49,Agriculture,21.6,0
REG_02999,Chamoli,2025-10-22,14.35,28.34,24.86,0.237,1.1,Agriculture,20.1,0
REG_03000,Kangra,2024-06-24,90.43,114.76,40.69,0.477,2.72,Agriculture,42.0,0
REG_03001,Haridwar,2024-10-17,33.52,105.96,55.19,0.478,2.89,Agriculture,43.8,0
REG_03002,Kullu,2024-11-22,4.0,94.56,25.12,0.331,2.65,Barren,35.8,0
REG_03003,Uttarkashi,2022-05-21,13.75,124.1,21.15,0.42,3.66,Forest,37.8,0
REG_03004,Gangtok,2022-08-01,115.08,174.82,55.1,0.548,3.73,Forest,52.8,0
REG_03005,Tehri,2024-06-14,46.49,217.79,48.68,0.646,4.58,Forest,60.8,0
REG_03006,Pakyong,2020-12-14,8.28,56.85,45.13,0.225,2.01,Agriculture,28.3,0
REG_03007,Mangan,2024-08-03,74.11,110.2,37.86,0.426,3.38,Agriculture,41.1,0
REG_03008,Gangtok,2023-04-11,3.68,26.88,31.28,0.19,1.04,Forest,17.2,0
REG_03009,Gyalshing,2020-01-10,51.95,182.79,41.89,0.646,3.98,Barren,59.4,0
REG_03010,Kangra,2024-01-01,22.43,71.77,20.85,0.393,1.97,Forest,27.6,0
REG_03011,Dehradun,2021-10-28,26.11,132.63,50.87,0.482,3.57,Forest,45.2,0
REG_03012,Tehri,2024-03-02,36.67,102.53,30.82,0.455,2.55,Barren,40.6,0
REG_03013,Kangra,2025-12-16,71.68,149.53,47.74,0.525,3.25,Forest,47.0,0
REG_03014,Kinnaur,2021-08-23,70.34,140.18,50.58,0.556,3.27,Agriculture,49.7,0
REG_03015,Haridwar,2020-11-22,3.94,28.33,13.77,0.299,0.77,Forest,16.6,0
REG_03016,Dehradun,2022-09-06,85.88,167.17,43.77,0.529,3.54,Agriculture,51.6,0
REG_03017,Kangra,2021-09-20,48.08,88.63,25.14,0.407,2.47,Forest,31.6,0
REG_03018,Chamoli,2024-06-17,38.34,76.78,27.94,0.359,1.49,Forest,27.6,0
REG_03019,Shimla,2020-09-30,56.57,299.6,46.67,0.883,6.2,Forest,79.2,1
REG_03020,Pakyong,2021-11-15,15.44,129.86,57.87,0.411,2.56,Urban,48.7,0
REG_03021,Kangra,2020-04-25,37.12,99.86,50.18,0.406,2.33,Barren,41.8,0
REG_03022,Haridwar,2022-05-10,52.86,180.93,24.58,0.602,3.79,Urban,56.3,0
REG_03023,Chamoli,2025-06-26,41.2,101.71,45.39,0.379,2.33,Forest,35.6,0
REG_03024,Mandi,2021-11-23,11.93,69.02,26.39,0.286,1.48,Forest,24.6,0
REG_03025,Chamba,2023-01-10,25.28,83.13,31.98,0.477,0.93,Forest,30.8,0
REG_03026,Pakyong,2025-12-01,27.81,39.28,16.15,0.214,2.03,Agriculture,21.2,0
REG_03027,Namchi,2024-11-27,7.5,39.68,51.71,0.285,1.55,Forest,25.5,0
REG_03028,Chamba,2020-06-02,115.17,157.51,42.34,0.55,3.33,Forest,47.8,0
REG_03029,Dehradun,2025-03-15,9.2,88.47,53.15,0.411,2.43,Forest,36.3,0
REG_03030,Pithoragarh,2023-11-28,7.23,82.87,21.18,0.236,1.42,Urban,30.4,0
REG_03031,Kangra,2023-07-13,95.66,167.57,16.47,0.652,3.12,Forest,46.8,0
REG_03032,Dehradun,2020-11-10,37.81,75.47,50.77,0.304,1.61,Forest,30.1,0
REG_03033,Pithoragarh,2022-11-30,21.0,197.49,53.95,0.598,4.68,Agriculture,60.8,0
REG_03034,Shimla,2020-04-14,18.49,88.94,18.6,0.454,2.44,Agriculture,34.2,0
REG_03035,Pithoragarh,2025-04-08,15.67,28.19,42.09,0.238,1.55,Agriculture,23.9,0
REG_03036,Chamba,2025-03-28,17.72,50.05,18.25,0.279,1.65,Agriculture,23.6,0
REG_03037,Pakyong,2023-05-01,14.04,162.73,10.73,0.5,3.52,Forest,42.3,0
REG_03038,Tehri,2023-11-25,25.04,85.55,37.12,0.332,2.41,Agriculture,33.8,0
REG_03039,Tehri,2024-11-07,17.73,54.37,57.52,0.329,2.06,Forest,30.3,0
REG_03040,Shimla,2025-05-14,68.83,106.84,39.52,0.43,2.69,Agriculture,39.7,0
REG_03041,Haridwar,2024-05-22,21.64,39.57,31.46,0.159,0.92,Agriculture,20.2,0
REG_03042,Gangtok,2021-12-09,14.06,116.75,24.1,0.494,3.62,Forest,39.2,0
REG_03043,Mangan,2021-10-12,6.86,33.41,24.07,0.214,1.02,Forest,17.3,0
REG_03044,Pakyong,2022-08-04,44.54,56.87,23.15,0.349,2.09,Agriculture,27.9,0
REG_03045,Pakyong,2021-10-22,22.3,55.28,20.46,0.281,1.06,Forest,21.0,0
REG_03046,Mangan,2025-11-16,10.75,83.97,13.33,0.367,2.5,Urban,34.7,0
REG_03047,Shimla,2023-02-06,19.2,77.4,47.85,0.392,1.59,Urban,38.5,0
REG_03048,Mandi,2021-11-30,39.3,120.11,25.77,0.434,2.91,Forest,37.0,0
REG_03049,Chamoli,2025-07-31,36.89,120.06,17.8,0.421,3.3,Forest,36.1,0
REG_03050,Mangan,2021-07-05,67.72,119.65,40.21,0.386,3.35,Forest,39.0,0
REG_03051,Kinnaur,2021-02-08,4.12,63.18,56.72,0.317,2.05,Urban,37.3,0
REG_03052,Shimla,2021-04-06,19.76,61.84,44.42,0.287,2.23,Barren,33.2,0
REG_03053,Chamoli,2025-12-19,4.6,89.24,19.59,0.401,2.57,Forest,30.8,0
REG_03054,Tehri,2022-05-23,5.5,28.56,30.71,0.209,0.71,Forest,17.1,0
REG_03055,Namchi,2020-03-24,48.94,80.27,51.26,0.374,1.92,Urban,39.6,0
REG_03056,Kullu,2023-11-23,9.87,93.32,12.53,0.404,2.53,Agriculture,32.6,0
REG_03057,Dehradun,2020-08-08,42.82,134.59,26.83,0.456,2.76,Agriculture,41.6,0
REG_03058,Mandi,2023-10-23,39.12,166.46,29.39,0.621,4.49,Urban,57.3,0
REG_03059,Rudraprayag,2020-04-21,7.16,60.66,32.63,0.267,1.65,Barren,29.5,0
REG_03060,Kinnaur,2021-09-06,86.93,161.95,37.93,0.473,3.77,Agriculture,49.1,0
REG_03061,Shimla,2024-04-30,21.83,86.32,34.68,0.355,1.88,Forest,30.5,0
REG_03062,Gangtok,2021-04-19,30.41,78.29,18.13,0.262,2.31,Urban,31.8,0
REG_03063,Chamba,2025-03-28,6.14,54.22,30.85,0.295,1.17,Forest,23.2,0
REG_03064,Kangra,2020-09-27,46.37,155.58,28.45,0.508,3.05,Forest,43.7,0
REG_03065,Namchi,2025-04-04,9.97,60.41,56.47,0.353,1.33,Urban,36.4,0
REG_03066,Mangan,2023-10-22,8.55,76.91,47.14,0.354,2.04,Urban,38.3,0
REG_03067,Haridwar,2020-02-09,29.02,67.31,53.3,0.234,1.72,Forest,28.0,0
REG_03068,Dehradun,2025-06-05,88.28,128.83,45.48,0.477,3.87,Forest,44.3,0
REG_03069,Kinnaur,2022-09-20,95.14,114.64,12.84,0.551,3.21,Forest,37.7,0
REG_03070,Chamba,2025-07-05,29.83,56.63,33.7,0.345,1.65,Forest,26.1,0
REG_03071,Shimla,2020-10-16,19.39,89.01,48.9,0.431,2.41,Forest,36.1,0
REG_03072,Namchi,2020-10-05,43.4,85.14,39.57,0.452,2.73,Urban,41.8,0
REG_03073,Mandi,2021-08-03,191.35,227.77,47.93,0.756,5.93,Agriculture,69.8,0
REG_03074,Haridwar,2022-05-12,11.41,97.95,58.1,0.372,2.72,Urban,44.4,0
REG_03075,Haridwar,2020-09-10,112.61,181.12,22.37,0.655,4.24,Forest,51.7,0
REG_03076,Pakyong,2020-06-29,47.03,99.82,59.17,0.438,2.54,Urban,46.0,0
REG_03077,Dehradun,2021-11-11,4.05,26.77,16.03,0.196,1.27,Forest,15.2,0
REG_03078,Mandi,2022-04-04,4.32,65.29,56.0,0.283,2.4,Urban,37.3,0
REG_03079,Gyalshing,2021-11-30,39.52,92.33,19.66,0.388,2.51,Forest,30.8,0
REG_03080,Gangtok,2023-09-11,59.38,123.26,45.97,0.379,3.61,Agriculture,43.2,0
REG_03081,Kangra,2023-10-12,10.24,72.09,49.16,0.3,1.58,Barren,34.3,0
REG_03082,Kinnaur,2024-07-31,105.87,185.2,50.56,0.626,3.44,Urban,61.1,0
REG_03083,Gyalshing,2024-06-26,35.62,59.74,31.89,0.231,2.01,Forest,24.1,0
REG_03084,Chamoli,2025-05-11,23.55,75.04,18.47,0.336,1.84,Urban,32.4,0
REG_03085,Shimla,2020-07-30,65.34,110.85,49.8,0.346,3.06,Forest,38.0,0
REG_03086,Mandi,2024-03-18,59.19,101.32,42.22,0.336,2.23,Agriculture,36.2,0
REG_03087,Kangra,2021-01-18,11.84,128.07,22.9,0.367,3.08,Forest,36.1,0
REG_03088,Kinnaur,2024-09-10,67.97,100.13,29.63,0.433,2.4,Forest,34.2,0
REG_03089,Kinnaur,2020-12-07,4.26,66.51,24.88,0.285,2.29,Barren,30.6,0
REG_03090,Kinnaur,2025-01-12,65.26,93.47,55.74,0.49,2.13,Barren,43.7,0
REG_03091,Kangra,2025-06-10,60.65,79.29,50.19,0.323,1.67,Forest,31.0,0
REG_03092,Gyalshing,2022-04-23,50.47,103.3,54.13,0.4,2.36,Barren,42.8,0
REG_03093,Namchi,2024-03-14,3.03,75.29,12.58,0.331,2.21,Agriculture,28.1,0
REG_03094,Chamoli,2021-02-23,20.49,29.31,43.05,0.159,0.88,Agriculture,20.8,0
REG_03095,Haridwar,2025-06-11,185.83,231.76,23.38,0.741,5.08,Urban,68.1,0
REG_03096,Gyalshing,2025-04-16,9.89,71.23,47.41,0.331,1.65,Urban,36.3,0
REG_03097,Kangra,2025-01-23,19.48,77.43,54.55,0.344,1.8,Forest,32.3,0
REG_03098,Mangan,2020-11-01,40.43,102.71,48.3,0.386,3.33,Urban,44.8,0
REG_03099,Shimla,2022-05-18,12.66,96.24,55.54,0.388,3.3,Urban,45.3,0
REG_03100,Haridwar,2023-02-09,4.11,17.63,29.94,0.127,1.49,Forest,15.2,0
REG_03101,Shimla,2023-12-05,11.18,38.85,41.21,0.285,1.62,Agriculture,26.3,0
REG_03102,Mangan,2020-07-24,85.0,138.55,33.74,0.487,3.42,Urban,49.3,0
REG_03103,Shimla,2021-05-10,20.52,63.4,51.5,0.383,1.34,Agriculture,32.7,0
REG_03104,Dehradun,2025-03-24,27.23,83.34,38.15,0.38,1.87,Forest,31.3,0
REG_03105,Gangtok,2022-11-11,8.08,33.27,45.49,0.227,1.0,Forest,21.1,0
REG_03106,Tehri,2020-07-31,178.53,238.65,41.55,0.754,6.36,Barren,73.3,0
REG_03107,Gyalshing,2020-11-05,8.32,111.03,53.11,0.458,2.33,Urban,46.4,0
REG_03108,Mangan,2025-06-14,76.43,191.73,36.41,0.669,4.48,Forest,56.1,0
REG_03109,Chamba,2020-09-28,86.58,206.43,15.44,0.652,3.64,Urban,58.8,0
REG_03110,Shimla,2024-12-27,19.78,57.09,57.44,0.317,1.92,Forest,30.0,0
REG_03111,Shimla,2025-09-10,39.0,84.27,37.8,0.353,2.1,Barren,36.2,0
REG_03112,Haridwar,2021-03-18,41.09,129.6,49.14,0.56,2.25,Urban,50.3,0
REG_03113,Tehri,2020-09-10,54.9,78.46,43.95,0.352,2.53,Urban,38.8,0
REG_03114,Kinnaur,2021-06-04,90.47,196.93,31.58,0.71,4.63,Forest,57.2,0
REG_03115,Mangan,2022-09-03,81.15,135.47,57.56,0.528,2.51,Forest,45.6,0
REG_03116,Rudraprayag,2020-01-10,19.29,64.77,46.64,0.335,1.79,Urban,35.8,0
REG_03117,Namchi,2024-05-02,3.75,59.34,21.58,0.354,1.88,Agriculture,27.6,0
REG_03118,Chamba,2023-02-08,9.98,15.87,59.79,0.207,0.85,Barren,25.7,0
REG_03119,Rudraprayag,2020-06-01,90.03,121.57,59.99,0.384,3.37,Agriculture,45.0,0
REG_03120,Mandi,2024-07-16,30.19,77.99,24.48,0.328,2.25,Forest,27.9,0
REG_03121,Gyalshing,2025-01-30,13.98,99.15,59.26,0.396,3.13,Forest,39.6,0
REG_03122,Rudraprayag,2023-04-29,18.08,76.95,40.87,0.354,1.22,Barren,34.1,0
REG_03123,Mandi,2024-10-18,26.28,144.03,19.26,0.553,4.27,Forest,44.4,0
REG_03124,Haridwar,2023-01-09,17.79,113.06,58.91,0.398,2.73,Agriculture,42.9,0
REG_03125,Namchi,2022-06-13,66.33,114.5,15.1,0.341,3.78,Forest,34.0,0
REG_03126,Uttarkashi,2023-01-16,20.03,127.21,41.87,0.445,2.18,Barren,44.3,0
REG_03127,Shimla,2020-04-13,13.65,41.78,51.86,0.279,1.3,Barren,30.1,0
REG_03128,Namchi,2025-03-29,7.82,40.85,51.46,0.251,2.22,Agriculture,28.5,0
REG_03129,Shimla,2022-10-03,11.08,55.89,10.31,0.243,1.4,Forest,19.1,0
REG_03130,Kinnaur,2021-02-10,22.28,46.22,31.26,0.291,0.5,Barren,25.9,0
REG_03131,Chamoli,2023-11-02,14.44,50.7,14.44,0.292,1.55,Agriculture,23.2,0
REG_03132,Chamba,2020-06-15,224.56,265.3,22.98,0.805,6.04,Agriculture,71.5,0
REG_03133,Chamba,2021-05-23,5.92,90.01,56.9,0.516,2.6,Agriculture,42.6,0
REG_03134,Tehri,2024-07-19,88.04,202.51,54.22,0.579,4.74,Forest,58.6,0
REG_03135,Haridwar,2022-02-01,24.34,110.6,42.96,0.383,2.67,Forest,37.0,0
REG_03136,Pithoragarh,2021-11-11,17.47,89.91,54.92,0.405,2.61,Urban,43.5,0
REG_03137,Kangra,2025-10-21,12.95,45.47,25.81,0.265,0.5,Forest,19.2,0
REG_03138,Kangra,2023-03-10,16.38,25.72,51.41,0.192,1.55,Agriculture,24.0,0
REG_03139,Rudraprayag,2021-08-04,72.74,105.1,44.25,0.367,2.86,Forest,36.5,0
REG_03140,Mandi,2020-09-18,152.26,175.54,46.7,0.521,3.72,Forest,50.7,0
REG_03141,Gyalshing,2023-09-25,24.54,97.69,14.29,0.436,1.94,Agriculture,33.1,0
REG_03142,Gyalshing,2023-08-24,44.38,57.0,27.45,0.287,2.16,Forest,24.7,0
REG_03143,Gangtok,2024-03-18,20.13,119.17,12.44,0.487,2.66,Forest,35.5,0
REG_03144,Shimla,2021-07-14,121.4,189.68,17.53,0.545,5.59,Forest,51.9,0
REG_03145,Gyalshing,2023-01-04,8.09,92.24,23.57,0.441,1.98,Agriculture,34.2,0
REG_03146,Gyalshing,2025-03-18,6.31,144.51,39.28,0.542,3.69,Urban,52.8,0
REG_03147,Uttarkashi,2020-06-23,68.02,151.73,47.99,0.5,4.15,Forest,48.5,0
REG_03148,Dehradun,2025-11-26,7.7,25.45,15.42,0.242,0.5,Forest,14.6,0
REG_03149,Gyalshing,2020-07-10,68.28,119.59,12.73,0.475,2.59,Agriculture,37.6,0
REG_03150,Haridwar,2020-03-05,7.84,25.5,54.18,0.258,0.97,Forest,22.4,0
REG_03151,Tehri,2024-02-06,26.58,46.11,16.52,0.244,2.1,Urban,26.9,0
REG_03152,Haridwar,2024-04-16,8.04,48.64,32.42,0.218,1.37,Agriculture,23.8,0
REG_03153,Mangan,2023-02-25,3.32,119.44,15.64,0.378,3.09,Urban,40.7,0
REG_03154,Uttarkashi,2025-04-21,26.65,68.45,36.75,0.291,2.12,Urban,34.1,0
REG_03155,Chamba,2021-01-03,16.65,36.21,15.31,0.153,0.5,Forest,13.6,0
REG_03156,Kullu,2022-04-30,11.85,72.85,48.11,0.364,2.03,Barren,36.7,0
REG_03157,Kangra,2020-02-12,12.12,110.7,14.28,0.404,2.51,Barren,37.4,0
REG_03158,Namchi,2025-03-22,18.11,78.97,31.51,0.293,1.69,Forest,27.2,0
REG_03159,Chamba,2020-03-18,6.33,33.47,31.03,0.278,1.6,Forest,21.2,0
REG_03160,Namchi,2024-12-29,4.6,69.45,56.04,0.342,2.58,Forest,33.1,0
REG_03161,Mangan,2023-07-17,45.68,64.88,31.49,0.307,1.2,Barren,29.9,0
REG_03162,Kangra,2021-11-04,12.99,50.63,13.55,0.358,2.54,Agriculture,26.7,0
REG_03163,Mangan,2021-12-01,7.45,75.1,37.17,0.377,2.46,Agriculture,33.8,0
REG_03164,Chamba,2022-01-28,46.44,79.97,46.25,0.352,2.04,Urban,38.4,0
REG_03165,Mandi,2025-04-07,8.02,36.69,26.87,0.249,2.69,Urban,28.8,0
REG_03166,Pithoragarh,2022-06-20,74.73,81.98,40.43,0.272,2.1,Forest,29.3,0
REG_03167,Uttarkashi,2022-09-19,92.29,124.78,16.08,0.391,2.84,Barren,39.7,0
REG_03168,Gangtok,2023-04-06,37.25,105.51,31.27,0.353,3.25,Urban,41.3,0
REG_03169,Gyalshing,2024-01-16,51.32,64.46,18.3,0.219,2.01,Agriculture,24.6,0
REG_03170,Rudraprayag,2021-01-24,64.62,134.6,23.68,0.461,3.01,Forest,39.2,0
REG_03171,Kullu,2022-09-26,125.95,224.41,42.05,0.814,5.46,Urban,73.0,0
REG_03172,Pithoragarh,2021-06-08,116.4,207.39,47.68,0.643,4.4,Forest,59.0,0
REG_03173,Tehri,2025-01-29,6.73,43.13,25.58,0.272,1.48,Forest,21.1,0
REG_03174,Chamoli,2024-02-15,24.28,66.7,59.49,0.348,1.32,Forest,31.0,0
REG_03175,Namchi,2021-10-20,13.57,38.78,24.24,0.233,1.07,Agriculture,21.0,0
REG_03176,Mandi,2022-06-09,64.28,93.19,17.51,0.389,3.46,Forest,32.4,0
REG_03177,Dehradun,2024-01-21,11.9,52.42,53.37,0.263,1.32,Urban,32.7,0
REG_03178,Uttarkashi,2021-03-27,6.59,69.88,42.49,0.29,2.14,Agriculture,31.3,0
REG_03179,Mangan,2024-03-17,10.39,100.03,43.98,0.404,2.19,Agriculture,38.0,0
